Frame,F1 (Head Tilt),F2 (Slouch),Class
5018,-0.21,1.5099999999999998,sit up straight
5019,-0.4,1.5099999999999998,sit up straight
5020,-0.39,1.5099999999999998,sit up straight
5021,-0.31,1.5,sit up straight
5022,-0.23,1.5,sit up straight
5023,-0.3,1.5,sit up straight
5024,-0.2,1.5,sit up straight
5025,-0.16,1.5,sit up straight
5026,-0.25,1.5099999999999998,sit up straight
5027,-0.24,1.5099999999999998,sit up straight
5028,-0.33,1.5,sit up straight
5029,-0.42,1.5,sit up straight
5030,-0.44,1.4900000000000002,sit up straight
5031,-0.46,1.4900000000000002,sit up straight
5032,-0.5,1.4900000000000002,sit up straight
5033,-0.51,1.4900000000000002,sit up straight
5034,-0.56,1.48,sit up straight
5035,-0.5,1.48,sit up straight
5036,-0.5,1.48,sit up straight
5037,-0.53,1.48,sit up straight
5038,-0.36,1.4900000000000002,sit up straight
5039,-0.33,1.4900000000000002,sit up straight
5040,-0.34,1.4900000000000002,sit up straight
5041,-0.36,1.4900000000000002,sit up straight
5042,-0.44,1.4900000000000002,sit up straight
5043,-0.48,1.5,sit up straight
5044,-0.5,1.5,sit up straight
5045,-0.42,1.5,sit up straight
5046,-0.45,1.5,sit up straight
5047,-0.27,1.52,sit up straight
5048,-0.17,1.5299999999999998,sit up straight
5049,-0.16,1.54,sit up straight
5050,-0.15,1.54,sit up straight
5051,-0.19,1.54,sit up straight
5052,-0.2,1.54,sit up straight
5053,-0.26,1.5299999999999998,sit up straight
5054,-0.3,1.52,sit up straight
5055,-0.49,1.5,sit up straight
5056,-0.57,1.5,sit up straight
5057,-0.62,1.5,sit up straight
5058,-0.71,1.4900000000000002,sit up straight
5059,-0.71,1.5,sit up straight
5060,-0.7,1.5,sit up straight
5061,-0.7,1.5,sit up straight
5062,-0.84,1.4900000000000002,sit up straight
5063,-0.94,1.48,sit up straight
5064,-0.83,1.4900000000000002,sit up straight
5065,-0.73,1.5,sit up straight
1,-6.93,1.8599999999999999,straighten head
109,-2.11,1.9,straighten head
110,-1.89,1.9300000000000002,straighten head
111,-0.83,1.85,straighten head
112,-0.89,1.8399999999999999,straighten head
113,-0.52,1.77,straighten head
114,-0.63,1.79,straighten head
115,-0.21,1.73,sit up straight
116,-0.17,1.75,sit up straight
117,0.16,1.71,looks good
118,0.1,1.7400000000000002,sit up straight
119,0.46,1.75,straighten head
120,0.29,1.7400000000000002,sit up straight
121,0.49,1.7000000000000002,looks good
122,0.4,1.7000000000000002,looks good
123,0.7,1.67,looks good
124,0.53,1.67,looks good
125,0.73,1.6800000000000002,looks good
126,0.44,1.69,looks good
127,0.84,1.67,looks good
128,0.83,1.6800000000000002,looks good
129,1.06,1.6800000000000002,straighten head
130,0.83,1.6600000000000001,looks good
131,1.11,1.6600000000000001,straighten head
132,0.92,1.67,looks good
133,1.22,1.63,sit up straight
134,1.09,1.62,sit up straight
135,1.22,1.6099999999999999,sit up straight
136,1.16,1.6099999999999999,sit up straight
137,1.31,1.63,sit up straight
138,1.22,1.6099999999999999,sit up straight
139,1.32,1.63,sit up straight
140,1.32,1.63,sit up straight
141,1.31,1.6400000000000001,sit up straight
142,1.24,1.6400000000000001,sit up straight
143,1.22,1.65,straighten head
144,1.25,1.65,straighten head
145,1.29,1.6600000000000001,straighten head
146,1.22,1.6600000000000001,straighten head
147,1.32,1.65,straighten head
148,1.3,1.65,straighten head
149,1.35,1.63,sit up straight
150,1.35,1.63,sit up straight
151,0.38,1.6400000000000001,looks good
152,0.49,1.6400000000000001,looks good
153,0.59,1.65,looks good
154,0.61,1.6600000000000001,looks good
155,0.65,1.6600000000000001,looks good
156,0.67,1.65,looks good
157,0.71,1.65,looks good
158,0.75,1.65,looks good
159,0.79,1.65,looks good
160,0.79,1.65,looks good
161,0.79,1.65,looks good
162,0.79,1.65,looks good
163,0.79,1.65,looks good
164,0.81,1.65,looks good
165,0.78,1.65,looks good
166,0.72,1.6400000000000001,looks good
167,0.77,1.6400000000000001,looks good
168,0.77,1.6400000000000001,looks good
169,0.79,1.6400000000000001,looks good
170,0.79,1.6400000000000001,looks good
171,0.81,1.6400000000000001,looks good
172,0.85,1.6400000000000001,looks good
173,0.83,1.63,looks good
174,0.89,1.63,looks good
175,0.88,1.63,looks good
176,0.9,1.63,looks good
177,0.91,1.63,looks good
178,0.91,1.63,looks good
179,0.93,1.63,looks good
180,0.93,1.63,looks good
181,0.95,1.63,looks good
182,0.95,1.63,looks good
183,0.95,1.63,looks good
184,0.92,1.63,looks good
185,0.94,1.63,looks good
186,0.97,1.62,looks good
187,0.92,1.63,looks good
188,0.91,1.63,looks good
189,0.93,1.63,looks good
190,0.9,1.63,looks good
191,0.9,1.63,looks good
192,0.91,1.63,looks good
193,0.91,1.63,looks good
194,0.93,1.63,looks good
195,0.91,1.63,looks good
196,0.87,1.63,looks good
197,0.87,1.63,looks good
198,0.9,1.63,looks good
199,0.9,1.63,looks good
200,0.91,1.63,looks good
201,0.83,1.63,looks good
202,0.84,1.63,looks good
203,0.78,1.63,looks good
204,0.81,1.62,looks good
205,0.83,1.62,looks good
206,0.81,1.6099999999999999,looks good
207,0.8,1.62,looks good
208,0.8,1.62,looks good
209,0.78,1.6099999999999999,looks good
210,0.81,1.6,looks good
211,0.82,1.6,looks good
212,0.86,1.6,sit up straight
213,0.93,1.6,sit up straight
214,0.96,1.6,sit up straight
215,1.04,1.6,sit up straight
216,1.08,1.6,sit up straight
217,1.12,1.6099999999999999,sit up straight
218,1.17,1.6099999999999999,sit up straight
219,1.14,1.6099999999999999,sit up straight
220,1.17,1.6099999999999999,sit up straight
221,1.18,1.6099999999999999,sit up straight
222,1.18,1.6099999999999999,sit up straight
223,1.2,1.6099999999999999,sit up straight
224,1.19,1.6099999999999999,sit up straight
225,1.22,1.6099999999999999,sit up straight
226,1.24,1.6,sit up straight
227,1.22,1.6,sit up straight
228,1.24,1.6099999999999999,sit up straight
229,1.25,1.6099999999999999,sit up straight
230,1.25,1.6099999999999999,sit up straight
231,1.24,1.6099999999999999,sit up straight
232,1.22,1.6099999999999999,sit up straight
233,1.21,1.6099999999999999,sit up straight
234,1.2,1.62,sit up straight
235,1.18,1.62,sit up straight
236,1.17,1.62,sit up straight
237,1.16,1.62,sit up straight
238,1.1,1.62,looks good
239,1.1,1.63,looks good
240,1.13,1.63,looks good
241,1.11,1.63,looks good
242,1.11,1.63,looks good
243,1.06,1.63,looks good
244,1.06,1.63,looks good
245,1.04,1.62,looks good
246,1.06,1.62,looks good
247,1.03,1.63,looks good
248,0.99,1.62,looks good
249,0.93,1.62,looks good
250,0.93,1.62,looks good
251,0.85,1.6099999999999999,looks good
252,0.88,1.6,looks good
253,0.85,1.6,looks good
254,0.82,1.6,looks good
255,0.72,1.6,looks good
256,0.7,1.6,looks good
257,0.62,1.6,looks good
258,0.6,1.6,looks good
259,0.55,1.6,looks good
260,0.54,1.6,looks good
261,0.53,1.6,looks good
262,0.54,1.6,looks good
263,0.55,1.6099999999999999,looks good
264,0.55,1.6099999999999999,looks good
265,0.54,1.6099999999999999,looks good
266,0.52,1.6099999999999999,looks good
267,0.54,1.6,looks good
268,0.54,1.6,looks good
269,0.54,1.6,looks good
270,0.54,1.6,looks good
271,0.58,1.6,looks good
272,0.57,1.6,looks good
273,0.6,1.6,looks good
274,0.6,1.6,looks good
275,0.64,1.6,looks good
276,0.68,1.6,looks good
277,0.59,1.5899999999999999,looks good
278,0.53,1.5899999999999999,looks good
279,0.56,1.5899999999999999,looks good
280,0.54,1.5899999999999999,looks good
281,0.59,1.5899999999999999,looks good
282,0.62,1.5899999999999999,looks good
283,0.7,1.6,looks good
284,0.74,1.6,looks good
285,0.72,1.6,looks good
286,0.73,1.6,looks good
287,0.76,1.6099999999999999,looks good
288,0.75,1.6099999999999999,looks good
289,0.74,1.6,looks good
290,0.75,1.6,looks good
291,0.75,1.6,looks good
292,0.75,1.6,looks good
293,0.71,1.6099999999999999,looks good
294,0.72,1.6099999999999999,looks good
295,0.73,1.6099999999999999,looks good
296,0.72,1.6099999999999999,looks good
297,0.7,1.6099999999999999,looks good
298,0.7,1.6099999999999999,looks good
299,0.62,1.62,looks good
300,0.59,1.6099999999999999,looks good
301,0.48,1.6099999999999999,looks good
302,0.41,1.6,looks good
303,0.44,1.6099999999999999,looks good
304,0.43,1.6,looks good
305,0.43,1.6,looks good
306,0.47,1.6,looks good
307,0.45,1.6,looks good
308,0.46,1.6099999999999999,looks good
309,0.42,1.6099999999999999,looks good
310,0.39,1.6099999999999999,looks good
311,0.31,1.6099999999999999,looks good
312,0.33,1.6099999999999999,looks good
313,0.27,1.6099999999999999,looks good
314,0.24,1.6099999999999999,looks good
315,0.22,1.6099999999999999,looks good
316,0.2,1.6099999999999999,looks good
317,0.2,1.6099999999999999,looks good
318,0.19,1.6099999999999999,looks good
319,0.22,1.6,looks good
320,0.2,1.6,looks good
321,0.23,1.6,looks good
322,0.23,1.6,looks good
323,0.15,1.6,looks good
324,0.17,1.6,looks good
325,0.2,1.6,looks good
326,0.16,1.5899999999999999,looks good
327,0.17,1.5899999999999999,looks good
328,0.15,1.5899999999999999,looks good
329,0.18,1.5899999999999999,looks good
330,0.18,1.5899999999999999,looks good
331,0.18,1.5899999999999999,looks good
332,0.19,1.6,looks good
333,0.2,1.5899999999999999,looks good
334,0.19,1.5899999999999999,looks good
335,0.2,1.5899999999999999,looks good
336,0.2,1.5899999999999999,looks good
337,0.2,1.5899999999999999,looks good
338,0.22,1.5899999999999999,looks good
339,0.22,1.5899999999999999,looks good
340,0.23,1.5899999999999999,looks good
341,0.23,1.5899999999999999,looks good
342,0.22,1.5899999999999999,looks good
343,0.22,1.5899999999999999,looks good
344,0.22,1.5899999999999999,looks good
345,0.2,1.5899999999999999,looks good
346,0.2,1.5899999999999999,looks good
347,0.22,1.5899999999999999,looks good
348,0.21,1.5899999999999999,looks good
349,0.22,1.5899999999999999,looks good
350,0.23,1.5899999999999999,looks good
351,0.19,1.5899999999999999,looks good
352,0.18,1.5899999999999999,looks good
353,0.18,1.5899999999999999,looks good
354,0.22,1.5899999999999999,looks good
355,0.26,1.5899999999999999,looks good
356,0.28,1.5899999999999999,looks good
357,0.27,1.5899999999999999,looks good
358,0.27,1.5899999999999999,looks good
359,0.26,1.5899999999999999,looks good
360,0.28,1.58,looks good
361,0.37,1.58,sit up straight
362,0.45,1.5699999999999998,sit up straight
363,0.5,1.5699999999999998,sit up straight
364,0.79,1.58,sit up straight
365,0.93,1.5899999999999999,sit up straight
366,1.11,1.6,sit up straight
367,1.14,1.6099999999999999,sit up straight
368,1.12,1.6099999999999999,sit up straight
369,1.09,1.6099999999999999,sit up straight
370,1.09,1.6099999999999999,sit up straight
371,1.13,1.6,sit up straight
372,1.1,1.6,sit up straight
373,1.1,1.6099999999999999,sit up straight
374,1.1,1.6,sit up straight
375,1.12,1.6099999999999999,sit up straight
376,1.08,1.6,sit up straight
377,1.08,1.6,sit up straight
378,1.14,1.6,sit up straight
379,1.16,1.6099999999999999,sit up straight
380,1.23,1.6099999999999999,sit up straight
381,1.21,1.6099999999999999,sit up straight
382,1.17,1.62,sit up straight
383,1.18,1.63,sit up straight
384,1.11,1.63,looks good
385,1.3,1.62,sit up straight
386,1.24,1.6099999999999999,sit up straight
387,1.47,1.6099999999999999,sit up straight
388,1.47,1.6,sit up straight
389,1.45,1.6,sit up straight
390,1.87,1.5899999999999999,sit up straight
391,1.91,1.5899999999999999,sit up straight
392,2.27,1.58,sit up straight
393,2.2,1.58,sit up straight
394,2.71,1.5899999999999999,straighten head
395,3.25,1.5899999999999999,straighten head
396,3.09,1.58,straighten head
397,3.61,1.58,straighten head
398,3.33,1.5699999999999998,straighten head
399,3.75,1.5899999999999999,straighten head
400,3.55,1.5699999999999998,straighten head
401,3.39,1.58,straighten head
402,3.83,1.5699999999999998,straighten head
403,3.78,1.56,straighten head
404,4.03,1.58,sit up straight
405,4.13,1.5699999999999998,sit up straight
406,4.3,1.5899999999999999,sit up straight
407,4.32,1.6099999999999999,sit up straight
408,4.15,1.6,sit up straight
409,3.63,1.6,straighten head
410,3.51,1.5899999999999999,straighten head
411,2.56,1.5699999999999998,sit up straight
412,2.53,1.58,sit up straight
413,2.52,1.58,sit up straight
414,1.25,1.58,sit up straight
415,0.95,1.58,sit up straight
416,-0.43,1.6,looks good
417,-0.56,1.5899999999999999,looks good
418,-1.99,1.63,straighten head
419,-2.64,1.69,straighten head
420,-2.82,1.6800000000000002,straighten head
421,-3.44,1.7599999999999998,straighten head
422,-3.49,1.77,straighten head
423,-3.69,1.7999999999999998,straighten head
424,-3.71,1.79,straighten head
425,-3.67,1.7799999999999998,straighten head
426,-3.81,1.81,straighten head
427,-3.81,1.7999999999999998,straighten head
428,-4.01,1.8399999999999999,straighten head
429,-3.94,1.87,straighten head
430,-4.14,1.88,straighten head
431,-4.05,1.9,straighten head
432,-3.84,1.9,straighten head
433,-3.66,1.94,straighten head
434,-3.44,1.9500000000000002,straighten head
435,-3.14,1.8900000000000001,straighten head
436,-3.03,1.87,straighten head
437,-2.91,1.8599999999999999,straighten head
438,-2.58,1.8199999999999998,straighten head
439,-2.47,1.81,straighten head
440,-2.18,1.75,straighten head
441,-2.15,1.7200000000000002,straighten head
442,-2.0,1.71,straighten head
443,-2.01,1.69,straighten head
444,-2.15,1.69,straighten head
445,-1.75,1.63,straighten head
446,-1.81,1.63,straighten head
447,-1.82,1.63,straighten head
448,-1.27,1.5899999999999999,sit up straight
449,-1.24,1.58,sit up straight
450,-0.6,1.56,looks good
451,-0.71,1.56,looks good
452,-0.34,1.52,sit up straight
453,-0.4,1.52,sit up straight
454,-0.06,1.4700000000000002,sit up straight
455,-0.28,1.4700000000000002,sit up straight
456,-0.37,1.48,sit up straight
457,-0.63,1.48,sit up straight
458,-0.63,1.48,sit up straight
459,-0.67,1.48,sit up straight
460,-0.85,1.48,sit up straight
461,-0.84,1.48,sit up straight
462,-1.07,1.46,sit up straight
463,-1.09,1.46,sit up straight
464,-1.5,1.44,sit up straight
465,-1.57,1.4300000000000002,sit up straight
466,-1.73,1.4,straighten head
467,-2.06,1.3399999999999999,sit up straight
468,-2.09,1.3399999999999999,sit up straight
469,-2.61,1.29,sit up straight
470,-2.66,1.29,sit up straight
471,-2.67,1.29,sit up straight
472,-3.81,1.31,straighten head
473,-4.67,1.3199999999999998,straighten head
474,-5.21,1.3199999999999998,straighten head
475,-5.49,1.37,straighten head
476,-5.58,1.4500000000000002,straighten head
477,-5.99,1.48,straighten head
479,-6.01,1.52,straighten head
480,-5.94,1.52,straighten head
483,-3.85,1.56,straighten head
484,-3.48,1.5299999999999998,straighten head
485,-2.66,1.3599999999999999,straighten head
645,0.69,1.6,looks good
646,0.7,1.6,looks good
647,0.94,1.63,looks good
648,0.86,1.63,looks good
649,0.92,1.6800000000000002,looks good
650,0.67,1.67,looks good
651,0.63,1.67,looks good
652,0.54,1.6600000000000001,looks good
653,0.46,1.67,looks good
654,0.42,1.6800000000000002,looks good
655,0.58,1.6800000000000002,looks good
656,0.54,1.67,looks good
657,0.57,1.6800000000000002,looks good
658,0.58,1.69,looks good
659,0.53,1.69,looks good
660,0.52,1.6800000000000002,looks good
661,0.28,1.6600000000000001,looks good
662,0.28,1.6600000000000001,looks good
663,0.12,1.67,looks good
664,0.2,1.67,looks good
665,0.0,1.67,looks good
666,0.05,1.67,looks good
667,0.06,1.6600000000000001,looks good
668,0.05,1.67,looks good
669,0.06,1.6400000000000001,looks good
670,0.09,1.6400000000000001,looks good
671,0.18,1.5899999999999999,looks good
672,0.11,1.5899999999999999,looks good
673,0.04,1.5499999999999998,sit up straight
674,0.02,1.56,sit up straight
675,-0.11,1.54,sit up straight
676,-0.15,1.54,sit up straight
677,-0.19,1.52,sit up straight
678,-0.18,1.5099999999999998,sit up straight
679,-0.27,1.5,sit up straight
680,-0.07,1.5,sit up straight
681,-0.13,1.4700000000000002,sit up straight
682,-0.11,1.4700000000000002,sit up straight
683,-0.12,1.46,sit up straight
684,-0.08,1.4500000000000002,sit up straight
685,-0.16,1.4500000000000002,sit up straight
686,-0.13,1.46,sit up straight
687,-0.11,1.46,sit up straight
688,-0.1,1.46,sit up straight
689,-0.14,1.4700000000000002,sit up straight
690,-0.16,1.46,sit up straight
691,-0.12,1.4700000000000002,sit up straight
692,-0.07,1.4700000000000002,sit up straight
693,-0.08,1.4900000000000002,sit up straight
694,-0.06,1.4900000000000002,sit up straight
695,-0.02,1.5,sit up straight
696,-0.02,1.5,sit up straight
697,-0.04,1.5099999999999998,sit up straight
698,-0.03,1.5099999999999998,sit up straight
699,0.07,1.52,sit up straight
700,0.13,1.52,sit up straight
701,0.18,1.52,sit up straight
702,0.21,1.52,sit up straight
703,0.28,1.5299999999999998,sit up straight
704,0.24,1.52,sit up straight
705,0.33,1.5299999999999998,sit up straight
706,0.2,1.52,sit up straight
707,0.33,1.54,sit up straight
708,0.13,1.5299999999999998,sit up straight
709,0.3,1.56,sit up straight
710,0.21,1.5499999999999998,sit up straight
711,0.17,1.5699999999999998,sit up straight
712,0.13,1.56,sit up straight
713,0.04,1.58,looks good
714,0.08,1.58,looks good
715,-0.11,1.5899999999999999,looks good
716,-0.03,1.5899999999999999,looks good
717,-0.13,1.58,looks good
718,-0.07,1.58,looks good
719,-0.15,1.58,looks good
720,0.01,1.58,looks good
721,0.16,1.6,looks good
722,0.36,1.5899999999999999,looks good
723,0.49,1.5899999999999999,looks good
724,0.62,1.58,sit up straight
725,0.45,1.58,sit up straight
726,0.45,1.58,sit up straight
727,0.41,1.56,sit up straight
728,0.4,1.56,sit up straight
729,0.38,1.56,sit up straight
730,0.4,1.56,sit up straight
731,0.41,1.56,sit up straight
732,0.47,1.5699999999999998,sit up straight
733,0.51,1.5699999999999998,sit up straight
734,0.53,1.56,sit up straight
735,0.61,1.5699999999999998,sit up straight
736,0.57,1.56,sit up straight
737,0.61,1.5699999999999998,sit up straight
738,0.56,1.58,sit up straight
739,0.63,1.5699999999999998,sit up straight
740,0.64,1.5699999999999998,sit up straight
741,0.68,1.5699999999999998,sit up straight
742,0.64,1.5699999999999998,sit up straight
743,0.66,1.56,sit up straight
744,0.67,1.56,sit up straight
745,0.6,1.5699999999999998,sit up straight
746,0.57,1.56,sit up straight
747,0.57,1.56,sit up straight
748,0.59,1.56,sit up straight
749,0.56,1.5699999999999998,sit up straight
750,0.55,1.5699999999999998,sit up straight
751,0.66,1.4900000000000002,sit up straight
752,0.68,1.4700000000000002,sit up straight
753,0.72,1.46,sit up straight
754,0.66,1.46,sit up straight
755,0.61,1.46,sit up straight
756,0.6,1.46,sit up straight
757,0.61,1.46,sit up straight
758,0.61,1.46,sit up straight
759,0.59,1.4500000000000002,sit up straight
760,0.59,1.4500000000000002,sit up straight
761,0.58,1.4500000000000002,sit up straight
762,0.56,1.4500000000000002,sit up straight
763,0.53,1.4500000000000002,sit up straight
764,0.53,1.4500000000000002,sit up straight
765,0.49,1.4500000000000002,sit up straight
766,0.5,1.4500000000000002,sit up straight
767,0.48,1.4500000000000002,sit up straight
768,0.44,1.4500000000000002,sit up straight
769,0.43,1.4500000000000002,sit up straight
770,0.4,1.4500000000000002,sit up straight
771,0.37,1.4500000000000002,sit up straight
772,0.35,1.4500000000000002,sit up straight
773,0.34,1.44,sit up straight
774,0.32,1.44,sit up straight
775,0.34,1.44,sit up straight
776,0.3,1.44,sit up straight
777,0.29,1.44,sit up straight
778,0.29,1.4300000000000002,sit up straight
779,0.33,1.4300000000000002,sit up straight
780,0.31,1.4300000000000002,sit up straight
781,0.3,1.4300000000000002,sit up straight
782,0.3,1.4300000000000002,sit up straight
783,0.31,1.4300000000000002,sit up straight
784,0.29,1.4300000000000002,sit up straight
785,0.35,1.4300000000000002,sit up straight
786,0.33,1.4300000000000002,sit up straight
787,0.33,1.44,sit up straight
788,0.33,1.44,sit up straight
789,0.36,1.4500000000000002,sit up straight
790,0.36,1.4500000000000002,sit up straight
791,0.49,1.4700000000000002,sit up straight
792,0.53,1.48,sit up straight
793,0.95,1.4900000000000002,sit up straight
794,1.11,1.5099999999999998,sit up straight
795,1.11,1.5299999999999998,sit up straight
796,1.12,1.5299999999999998,sit up straight
797,0.73,1.5699999999999998,sit up straight
798,0.62,1.58,sit up straight
799,0.68,1.5699999999999998,sit up straight
800,0.72,1.5699999999999998,sit up straight
801,0.47,1.56,sit up straight
802,0.38,1.56,sit up straight
803,0.32,1.54,sit up straight
804,0.14,1.54,sit up straight
805,0.09,1.5,sit up straight
806,0.05,1.5099999999999998,sit up straight
807,0.07,1.4900000000000002,sit up straight
808,0.13,1.4900000000000002,sit up straight
809,0.18,1.48,sit up straight
810,0.27,1.4700000000000002,sit up straight
811,0.29,1.46,sit up straight
812,0.31,1.46,sit up straight
813,0.32,1.46,sit up straight
814,0.31,1.4700000000000002,sit up straight
815,0.31,1.4700000000000002,sit up straight
816,0.28,1.4700000000000002,sit up straight
817,0.29,1.4700000000000002,sit up straight
818,0.3,1.4700000000000002,sit up straight
819,0.31,1.48,sit up straight
820,0.37,1.48,sit up straight
821,0.38,1.48,sit up straight
822,0.37,1.48,sit up straight
823,0.47,1.4900000000000002,sit up straight
824,0.47,1.4900000000000002,sit up straight
825,0.58,1.52,sit up straight
826,0.51,1.52,sit up straight
827,0.57,1.54,sit up straight
828,0.53,1.54,sit up straight
829,0.6,1.5699999999999998,sit up straight
830,0.6,1.56,sit up straight
831,0.66,1.5899999999999999,sit up straight
832,0.64,1.58,sit up straight
833,0.63,1.6099999999999999,looks good
834,0.61,1.6099999999999999,looks good
835,0.61,1.62,looks good
836,0.6,1.62,looks good
837,0.61,1.6400000000000001,looks good
838,0.54,1.63,looks good
839,0.54,1.6400000000000001,looks good
840,0.48,1.6400000000000001,looks good
841,0.43,1.63,looks good
842,0.47,1.63,looks good
843,0.48,1.63,looks good
844,0.45,1.62,looks good
845,0.46,1.62,looks good
846,0.46,1.62,looks good
847,0.44,1.62,looks good
848,0.44,1.62,looks good
849,0.46,1.62,looks good
850,0.45,1.6099999999999999,looks good
851,0.52,1.6099999999999999,looks good
852,0.52,1.6099999999999999,looks good
853,0.57,1.6,looks good
854,0.58,1.5899999999999999,looks good
855,0.55,1.5899999999999999,looks good
856,0.55,1.5899999999999999,looks good
857,0.54,1.5899999999999999,looks good
858,0.54,1.5899999999999999,looks good
859,0.53,1.5899999999999999,looks good
860,0.48,1.5899999999999999,looks good
861,0.45,1.6,looks good
862,0.46,1.5899999999999999,looks good
863,0.43,1.5899999999999999,looks good
864,0.44,1.5899999999999999,looks good
865,0.39,1.6,looks good
866,0.39,1.6,looks good
867,0.39,1.6,looks good
868,0.4,1.5899999999999999,looks good
869,0.37,1.5899999999999999,looks good
870,0.34,1.5899999999999999,looks good
871,0.33,1.6,looks good
872,0.33,1.5899999999999999,looks good
873,0.3,1.5899999999999999,looks good
874,0.3,1.5899999999999999,looks good
875,0.28,1.5899999999999999,looks good
876,0.26,1.5899999999999999,looks good
877,0.3,1.5899999999999999,looks good
878,0.31,1.5899999999999999,looks good
879,0.3,1.5899999999999999,looks good
880,0.25,1.5899999999999999,looks good
881,0.25,1.5899999999999999,looks good
882,0.23,1.5899999999999999,looks good
883,0.22,1.5899999999999999,looks good
884,0.21,1.5899999999999999,looks good
885,0.25,1.5899999999999999,looks good
886,0.27,1.5899999999999999,looks good
887,0.29,1.5899999999999999,looks good
888,0.27,1.5899999999999999,looks good
889,0.29,1.5899999999999999,looks good
890,0.29,1.5899999999999999,looks good
891,0.27,1.5899999999999999,looks good
892,0.27,1.5899999999999999,looks good
893,0.27,1.5899999999999999,looks good
894,0.27,1.5899999999999999,looks good
895,0.26,1.5899999999999999,looks good
896,0.26,1.5899999999999999,looks good
897,0.24,1.5899999999999999,looks good
898,0.27,1.5899999999999999,looks good
899,0.27,1.58,looks good
900,0.24,1.5899999999999999,looks good
901,0.24,1.5899999999999999,looks good
902,0.24,1.5899999999999999,looks good
903,0.21,1.5899999999999999,looks good
904,0.19,1.5899999999999999,looks good
905,0.19,1.5899999999999999,looks good
906,0.19,1.5899999999999999,looks good
907,0.19,1.5899999999999999,looks good
908,0.18,1.5899999999999999,looks good
909,0.18,1.5899999999999999,looks good
910,0.2,1.5899999999999999,looks good
911,0.2,1.5899999999999999,looks good
912,0.17,1.5899999999999999,looks good
913,0.15,1.5899999999999999,looks good
914,0.19,1.58,looks good
915,0.12,1.58,looks good
916,0.13,1.5899999999999999,looks good
917,-0.01,1.58,looks good
918,-0.01,1.58,looks good
919,-0.21,1.5699999999999998,looks good
920,-0.22,1.5699999999999998,looks good
921,-0.35,1.5699999999999998,looks good
922,-0.36,1.56,looks good
923,-0.42,1.56,looks good
924,-0.42,1.56,looks good
925,-0.49,1.56,looks good
926,-0.48,1.56,looks good
927,-0.5,1.56,looks good
928,-0.5,1.56,looks good
929,-0.45,1.56,looks good
930,-0.45,1.56,looks good
931,-0.43,1.56,looks good
932,-0.42,1.56,looks good
933,-0.44,1.56,looks good
934,-0.43,1.56,looks good
935,-0.43,1.56,looks good
936,-0.42,1.5499999999999998,looks good
937,-0.41,1.56,looks good
938,-0.5,1.5499999999999998,looks good
939,-0.56,1.5499999999999998,looks good
940,-0.54,1.5499999999999998,looks good
941,-0.57,1.5499999999999998,looks good
942,-0.57,1.5499999999999998,looks good
943,-0.55,1.54,looks good
944,-0.55,1.54,looks good
945,-0.55,1.5499999999999998,looks good
946,-0.55,1.5499999999999998,looks good
947,-0.53,1.54,looks good
948,-0.51,1.5499999999999998,looks good
949,-0.52,1.5499999999999998,looks good
950,-0.5,1.54,sit up straight
951,-0.49,1.54,sit up straight
952,-0.52,1.54,looks good
953,-0.45,1.54,sit up straight
954,-0.46,1.54,sit up straight
955,-0.37,1.5299999999999998,sit up straight
956,-0.35,1.5299999999999998,sit up straight
957,-0.34,1.5299999999999998,sit up straight
958,-0.33,1.5299999999999998,sit up straight
959,-0.36,1.5299999999999998,sit up straight
960,-0.34,1.52,sit up straight
961,-0.31,1.5099999999999998,sit up straight
962,-0.34,1.52,sit up straight
963,-0.26,1.5099999999999998,sit up straight
964,-0.23,1.5099999999999998,sit up straight
965,-0.25,1.5,sit up straight
966,-0.26,1.5,sit up straight
967,-0.36,1.5,sit up straight
968,-0.38,1.5,sit up straight
969,-0.38,1.4900000000000002,sit up straight
970,-0.36,1.4900000000000002,sit up straight
971,-0.39,1.4900000000000002,sit up straight
972,-0.4,1.4900000000000002,sit up straight
973,-0.4,1.4900000000000002,sit up straight
974,-0.4,1.4900000000000002,sit up straight
975,-0.39,1.4900000000000002,sit up straight
976,-0.4,1.4900000000000002,sit up straight
977,-0.38,1.4900000000000002,sit up straight
978,-0.35,1.4900000000000002,sit up straight
979,-0.34,1.4900000000000002,sit up straight
980,-0.34,1.4900000000000002,sit up straight
981,-0.29,1.5,sit up straight
982,-0.3,1.5,sit up straight
983,-0.3,1.5,sit up straight
984,-0.27,1.4900000000000002,sit up straight
985,-0.25,1.4900000000000002,sit up straight
986,-0.25,1.4900000000000002,sit up straight
987,-0.25,1.4900000000000002,sit up straight
988,-0.27,1.5,sit up straight
989,-0.3,1.4900000000000002,sit up straight
990,-0.3,1.4900000000000002,sit up straight
991,-0.32,1.5,sit up straight
992,-0.33,1.5,sit up straight
993,-0.31,1.5,sit up straight
994,-0.3,1.5,sit up straight
995,-0.3,1.5,sit up straight
996,-0.3,1.5,sit up straight
997,-0.27,1.5099999999999998,sit up straight
998,-0.28,1.5099999999999998,sit up straight
999,-0.22,1.5099999999999998,sit up straight
1000,-0.2,1.5,sit up straight
1001,-0.05,1.5099999999999998,sit up straight
1002,-0.05,1.5099999999999998,sit up straight
1003,0.04,1.5299999999999998,sit up straight
1004,0.05,1.5299999999999998,sit up straight
